"Ethnic.Group","ANZSOC.Division","ANZSOC.Group","ANZSOC.Subdivision","Mop.Division","Mop.Group","Mop.Subdivision","SEX","Date"
"European","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Sell, Possess and/or Use Prohibited Weapons/Explosives","Prohibited Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Sell, Possess and/or Use Prohibited Weapons/Explosives","Prohibited Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Unlawfully Obtain or Possess Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Unlawfully Obtain or Possess Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Regulated Weapons/Explosives Offences, N.E.C.","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Unlawfully Obtain or Possess Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Unlawfully Obtain or Possess Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Unlawfully Obtain or Possess Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Unlawfully Obtain or Possess Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Unlawfully Obtain or Possess Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Sell, Possess and/or Use Prohibited Weapons/Explosives","Prohibited Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Unlawfully Obtain or Possess Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Unlawfully Obtain or Possess Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Unlawfully Obtain or Possess Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Unlawfully Obtain or Possess Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Prohibited and Regulated Weapons and Explosives Offences","Misuse of Regulated Weapons/Explosives","Regulated Weapons/Explosives Offences","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Property Damage and Environmental Pollution","Property Damage, N.E.C.","Property Damage","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Property Damage and Environmental Pollution","Property Damage, N.E.C.","Property Damage","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Property Damage and Environmental Pollution","Property Damage, N.E.C.","Property Damage","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Property Damage and Environmental Pollution","Property Damage, N.E.C.","Property Damage","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Property Damage and Environmental Pollution","Graffiti","Property Damage","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Property Damage and Environmental Pollution","Property Damage, N.E.C.","Property Damage","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Property Damage and Environmental Pollution","Property Damage, N.E.C.","Property Damage","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Property Damage and Environmental Pollution","Graffiti","Property Damage","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Property Damage and Environmental Pollution","Property Damage, N.E.C.","Property Damage","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Property Damage and Environmental Pollution","Property Damage, N.E.C.","Property Damage","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Property Damage and Environmental Pollution","Property Damage, N.E.C.","Property Damage","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Property Damage and Environmental Pollution","Environmental Pollution, N.E.C.","Environmental Pollution","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Property Damage and Environmental Pollution","Property Damage, N.E.C.","Property Damage","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Property Damage and Environmental Pollution","Property Damage, N.E.C.","Property Damage","Non-Court Action","Informal Warning","Informal Warning","Male",2021-04-01
"European","Property Damage and Environmental Pollution","Graffiti","Property Damage","Non-Court Action","Informal Warning","Informal Warning","Male",2021-06-01
"European","Property Damage and Environmental Pollution","Property Damage, N.E.C.","Property Damage","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Property Damage and Environmental Pollution","Property Damage, N.E.C.","Property Damage","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
"European","Property Damage and Environmental Pollution","Property Damage, N.E.C.","Property Damage","Non-Court Action","Informal Warning","Informal Warning","Male",2021-05-01
"European","Property Damage and Environmental Pollution","Property Damage, N.E.C.","Property Damage","Non-Court Action","Informal Warning","Informal Warning","Male",2021-01-01
